COUNTY,DISTRICT_NAME,DIST_CODE,K-12_2012-2013_TOTAL_AID,EQUALIZATION_AID,EDUCATIONAL_ADEQUACY_AID,CHOICE_AID,TRANSPORTATION_AID,SPECIAL_EDUCATION_CATEGORICAL_AID,SECURITY_AID,ADJUSTMENT_AID,UNDER_ADEQUACY_AID,SUPPLEMENTAL_ENROLLMENT_GROWTH_AID,ADDITIONAL_ADJUSTMENT_AID,K-12_2013-2014_TOTAL_AID,ONE_YEAR_AID_CHANGE,%_AID_CHANGE
ATLANTIC,ABSECON CITY,10,"1,421,551","810,011",0,0,"59,759","507,050","44,731",0,"77,534",0,0,"1,499,085","77,534",5.5
ATLANTIC,ATLANTIC CITY,110,"15,187,757","2,333,506",0,0,"1,236,828","3,607,799","2,474,835","7,791,462",0,0,0,"17,444,430","2,256,673",14.9
ATLANTIC,ATLANTIC CO VOCATIONAL,120,"3,631,706","3,120,415",0,0,0,"448,112","63,177",0,0,0,2,"3,631,706",0,0
ATLANTIC,BRIGANTINE CITY,570,"2,256,434",0,0,0,"498,223","520,704","195,858","1,059,602",0,0,0,"2,274,387","17,953",0.8
ATLANTIC,BUENA REGIONAL,590,"19,037,422","17,468,408",0,0,"207,040","1,134,901","556,813",0,0,0,0,"19,367,162","329,740",1.7
ATLANTIC,CORBIN CITY,960,"683,496","396,300",0,0,"71,774","40,144","10,631","178,412",0,0,0,"697,261","13,765",2
ATLANTIC,EGG HARBOR CITY,1300,"5,079,882","4,869,266",0,0,"22,670","262,402","37,224",0,0,0,0,"5,191,562","111,680",2.2
ATLANTIC,EGG HARBOR TWP,1310,"39,807,390","33,108,509",0,0,"775,825","4,392,582","1,530,474",0,"70,558",0,0,"39,877,948","70,558",0.2
ATLANTIC,ESTELL MANOR CITY,1410,"2,007,358","1,604,758",0,"203,090","45,514","167,247","36,675","19,046",0,0,0,"2,076,330","68,972",3.4
ATLANTIC,FOLSOM BORO,1540,"5,387,456","4,162,988",0,"965,006","47,531","275,873","78,228",0,"30,122",0,0,"5,559,748","172,292",3.2
ATLANTIC,GALLOWAY TWP,1690,"23,271,052","20,530,313",0,0,"339,014","1,973,337","730,204",0,0,0,0,"23,572,868","301,816",1.3
ATLANTIC,GREATER EGG HARBOR REG,1790,"30,670,338","27,912,902",0,0,"387,362","2,194,969","664,767",0,0,0,0,"31,160,000","489,662",1.6
ATLANTIC,HAMILTON TWP,1940,"22,546,690","19,321,187",0,0,"728,399","1,746,258","764,626",0,"135,379",0,0,"22,695,849","149,159",0.7
ATLANTIC,HAMMONTON TOWN,1960,"13,900,319","11,214,703",0,"1,630,286","132,393","1,396,079","129,159",0,"500,000",0,0,"15,002,620","1,102,301",7.9
ATLANTIC,LINWOOD CITY,2680,"1,528,336","128,197",0,0,"102,504","487,951","64,088","773,175",0,0,0,"1,555,915","27,579",1.8
ATLANTIC,LONGPORT,2780,"90,581",0,0,0,"20,603","33,477","4,191","32,446",0,0,0,"90,717",136,0.2
ATLANTIC,MAINLAND REGIONAL,2910,"7,191,084","6,193,426",0,"357,624","72,655","887,145","37,858",0,0,0,0,"7,548,708","357,624",5
ATLANTIC,MARGATE CITY,3020,"532,979",0,0,0,"134,194","312,910","43,753","45,463",0,0,0,"536,320","3,341",0.6
ATLANTIC,MULLICA TWP,3480,"5,342,293","4,048,982",0,0,"231,267","361,974","145,886","554,184","11,546",0,0,"5,353,839","11,546",0.2
ATLANTIC,NORTHFIELD CITY,3720,"3,854,565","3,224,630",0,0,"12,735","592,343","24,856",0,"11,295",0,0,"3,865,859","11,294",0.3
ATLANTIC,PLEASANTVILLE CITY,4180,"63,970,810","46,591,510",0,0,"593,318","2,156,890","1,332,096","14,090,235",0,0,0,"64,764,049","793,239",1.2
ATLANTIC,PORT REPUBLIC CITY,4240,"960,357","239,382",0,"119,376","47,385","83,397","12,595","495,546",0,0,0,"997,681","37,324",3.9
ATLANTIC,SOMERS POINT CITY,4800,"5,587,740","4,959,725",0,0,"16,457","561,975","60,375",0,"12,194",0,0,"5,610,726","22,986",0.4
ATLANTIC,VENTNOR CITY,5350,"2,067,584",0,0,0,"328,572","693,629","344,762","700,622",0,0,0,"2,067,585",1,0
ATLANTIC,WEYMOUTH TWP,5760,"2,366,620","1,748,871",0,0,"157,135","165,399","51,597","241,451",0,0,"2,167","2,366,620",0,0
BERGEN,ALLENDALE BORO,40,"318,578",0,0,0,"4,330","301,541","12,706",0,0,0,1,"318,578",0,0
BERGEN,ALPINE BORO,80,"138,985",0,0,0,"48,806","74,257","15,923",0,0,0,0,"138,986",1,0
BERGEN,BERGEN COUNTY VOCATIONAL,290,"5,608,133",0,0,0,0,"1,243,499","170,378","4,194,257",0,0,0,"5,608,134",1,0
BERGEN,BERGENFIELD BORO,300,"10,473,806","8,165,600",0,"163,137","80,089","2,072,512","155,605",0,0,0,0,"10,636,943","163,137",1.6
BERGEN,BOGOTA BORO,440,"5,584,459","4,656,216",0,"11,146","47,315","757,950","64,794",0,0,0,"47,038","5,584,459",0,0
BERGEN,CARLSTADT BORO,740,"240,026",0,0,0,"10,530","207,971","21,525",0,0,0,0,"240,026",0,0
BERGEN,CARLSTADT-EAST RUTHERFORD,745,"346,321",0,0,0,"28,233","305,342","16,537",0,0,0,0,"350,112","3,791",1.1
BERGEN,CLIFFSIDE PARK BORO,890,"3,286,450","1,544,866",0,0,"32,152","1,350,696","358,736",0,"268,344",0,0,"3,554,794","268,344",8.2
BERGEN,CLOSTER BORO,930,"413,323",0,0,0,"15,420","381,600","16,303",0,0,0,0,"413,323",0,0
BERGEN,CRESSKILL BORO,990,"710,279",0,0,0,"16,859","667,983","25,438",0,0,0,0,"710,280",1,0
BERGEN,DEMAREST BORO,1070,"310,114",0,0,0,"8,454","291,599","10,062",0,0,0,0,"310,115",1,0
BERGEN,DUMONT BORO,1130,"8,570,668","6,765,905",0,0,"42,792","1,714,909","47,063",0,0,0,0,"8,570,669",1,0
BERGEN,EAST RUTHERFORD BORO,1230,"581,724",0,0,0,"40,797","421,679","121,613",0,0,0,0,"584,089","2,365",0.4
BERGEN,EDGEWATER BORO,1270,"896,489",0,0,0,"113,998","487,053","40,295",0,"21,476","255,143",0,"917,965","21,476",2.4
BERGEN,ELMWOOD PARK,1345,"2,506,945","687,826",0,0,"118,200","1,525,984","174,935",0,"500,000",0,0,"3,006,945","500,000",19.9
BERGEN,EMERSON BORO,1360,"470,781",0,0,0,"29,805","421,733","19,244",0,0,0,0,"470,782",1,0
BERGEN,ENGLEWOOD CITY,1370,"9,410,122",0,0,"5,003,838","685,463","1,782,777","971,642","1,257,860",0,0,0,"9,701,580","291,458",3.1
BERGEN,ENGLEWOOD CLIFFS BORO,1380,"282,411",0,0,0,"37,453","237,308","7,650",0,0,0,0,"282,411",0,0
BERGEN,FAIR LAWN BORO,1450,"3,269,797","147,343",0,0,"198,378","2,837,781","86,295",0,0,0,0,"3,269,797",0,0
BERGEN,FAIRVIEW BORO,1470,"6,930,123","5,842,254",0,0,"31,122","947,543","109,205",0,"428,905",0,0,"7,359,029","428,906",6.2
BERGEN,FORT LEE BORO,1550,"1,946,449",0,0,0,"79,344","1,797,805","91,765",0,0,0,0,"1,968,914","22,465",1.2
BERGEN,FRANKLIN LAKES BORO,1580,"712,314",0,0,0,"54,533","625,156","18,589",0,0,0,"14,036","712,314",0,0
BERGEN,GARFIELD CITY,1700,"55,077,996","50,705,135",0,0,"715,197","2,849,228","1,540,806",0,0,0,0,"55,810,366","732,370",1.3
BERGEN,GLEN ROCK BORO,1760,"1,034,989",0,0,0,"23,922","976,359","34,708",0,0,0,0,"1,034,989",0,0
BERGEN,HACKENSACK CITY,1860,"12,713,580","9,445,263",0,0,"92,175","2,812,756","363,386",0,0,0,0,"12,713,580",0,0
BERGEN,HARRINGTON PARK BORO,2050,"275,739","2,401",0,0,"4,026","259,783","9,528",0,0,0,1,"275,739",0,0
BERGEN,HASBROUCK HEIGHTS BORO,2080,"1,089,910","16,038",0,0,"35,899","997,404","40,567",0,"14,450",0,1,"1,104,359","14,449",1.3
BERGEN,HAWORTH BORO,2090,"201,547",0,0,0,"6,531","186,749","6,257",0,0,0,"2,010","201,547",0,0
BERGEN,HILLSDALE BORO,2180,"802,759","12,167",0,0,"31,235","715,195","20,423",0,0,0,"23,739","802,759",0,0
BERGEN,HO HO KUS BORO,2200,"448,291",0,0,0,"46,443","374,865","12,726",0,0,0,"14,257","448,291",0,0
BERGEN,LEONIA BORO,2620,"3,537,623","2,619,846",0,0,"8,871","885,744","23,162",0,0,0,0,"3,537,623",0,0
BERGEN,LITTLE FERRY BORO,2710,"1,438,040","539,377",0,0,"72,867","783,657","42,140",0,0,0,0,"1,438,041",1,0
BERGEN,LODI BOROUGH,2740,"14,222,138","11,767,636",0,0,"133,818","2,096,287","224,397",0,"76,849",0,0,"14,298,987","76,849",0.5
BERGEN,LYNDHURST TWP,2860,"1,964,780","419,196",0,0,"53,694","1,426,063","65,826",0,0,0,1,"1,964,780",0,0
BERGEN,MAHWAH TWP,2900,"2,246,181",0,0,0,"253,921","1,940,400","51,859",0,0,0,1,"2,246,181",0,0
BERGEN,MAYWOOD BORO,3060,"1,143,660","336,696",0,0,"48,311","739,286","19,367",0,0,0,0,"1,143,660",0,0
BERGEN,MIDLAND PARK BORO,3170,"591,146","35,213",0,0,"19,908","519,994","16,031",0,0,0,0,"591,146",0,0
BERGEN,MONTVALE BORO,3330,"480,839",0,0,0,"42,956","421,489","16,394",0,0,0,0,"480,839",0,0
BERGEN,MOONACHIE BORO,3350,"385,967",0,0,0,"85,776","212,409","71,280","16,590",0,0,0,"386,055",88,0
BERGEN,NEW MILFORD BORO,3550,"1,728,705","323,334",0,0,"71,767","1,292,035","41,569",0,0,0,0,"1,728,705",0,0
BERGEN,NORTH ARLINGTON BORO,3600,"1,746,698","690,197",0,0,"31,715","983,678","41,109",0,0,0,0,"1,746,699",1,0
BERGEN,NORTHERN HIGHLANDS REG,3700,"562,356",0,0,0,"90,004","394,722","77,630",0,0,0,0,"562,356",0,0
BERGEN,NORTHERN VALLEY REGIONAL,3710,"1,167,268",0,0,0,"81,334","1,048,065","37,869",0,0,0,0,"1,167,268",0,0
BERGEN,NORTHVALE BORO,3730,"217,867",0,0,0,"7,388","203,208","7,270",0,0,0,1,"217,867",0,0
BERGEN,NORWOOD BORO,3740,"388,235",0,0,0,"14,300","361,270","8,745",0,0,0,"3,920","388,235",0,0
BERGEN,OAKLAND BORO,3760,"633,927",0,0,0,"53,802","554,666","25,460",0,0,0,0,"633,928",1,0
BERGEN,OLD TAPPAN BORO,3850,"356,093",0,0,0,"17,546","327,148","11,399",0,0,0,0,"356,093",0,0
BERGEN,ORADELL BORO,3870,"328,932",0,0,0,"6,013","311,029","11,890",0,0,0,0,"328,932",0,0
BERGEN,PALISADES PARK,3910,"1,866,907","725,995",0,0,"14,322","941,377","61,651","10,501","103,841",0,"9,220","1,866,907",0,0
BERGEN,PARAMUS BORO,3930,"1,924,625",0,0,0,"193,920","1,670,173","60,533",0,0,0,0,"1,924,626",1,0
BERGEN,PARK RIDGE BORO,3940,"551,658",0,0,0,"19,269","512,439","19,950",0,0,0,0,"551,658",0,0
BERGEN,PASCACK VALLEY REGIONAL,3960,"1,069,240",0,0,0,"95,402","942,532","31,308",0,0,0,0,"1,069,242",2,0
BERGEN,RAMAPO-INDIAN HILL REG,4300,"1,204,270",0,0,0,"180,805","988,324","35,141",0,0,0,0,"1,204,270",0,0
BERGEN,RAMSEY BORO,4310,"1,240,576",0,0,0,"73,635","1,124,738","42,203",0,0,0,0,"1,240,576",0,0
BERGEN,RIDGEFIELD BORO,4370,"2,524,184","1,498,795",0,0,"17,753","965,221","42,414",0,"11,745",0,0,"2,535,928","11,744",0.5
BERGEN,RIDGEFIELD PARK TWP,4380,"4,746,399","3,432,294",0,0,"46,216","1,167,201","100,688",0,"114,282",0,0,"4,860,681","114,282",2.4
BERGEN,RIDGEWOOD VILLAGE,4390,"2,015,886",0,0,0,"116,741","1,812,959","86,186",0,0,0,0,"2,015,886",0,0
BERGEN,RIVER DELL REGIONAL,4405,"632,193",0,0,0,"33,530","573,018","25,643",0,0,0,2,"632,193",0,0
BERGEN,RIVER EDGE BORO,4410,"424,631",0,0,0,"2,540","404,603","17,489",0,"23,482",0,0,"448,114","23,483",5.5
BERGEN,RIVER VALE TWP,4430,"440,455",0,0,0,"23,548","397,703","19,204",0,0,0,0,"440,455",0,0
BERGEN,ROCHELLE PARK TWP,4470,"438,225",0,0,0,"27,358","366,046","46,303",0,0,0,0,"439,707","1,482",0.3
BERGEN,ROCKLEIGH,4500,"14,231",0,0,0,"14,231",0,0,0,0,0,0,"14,231",0,0
BERGEN,RUTHERFORD BORO,4600,"2,398,810","844,984",0,0,"33,967","1,481,725","38,134",0,0,0,0,"2,398,810",0,0
BERGEN,SADDLE BROOK TWP,4610,"1,073,156","18,383",0,0,"50,831","964,917","39,026",0,0,0,0,"1,073,157",1,0
BERGEN,SADDLE RIVER BORO,4620,"202,026",0,0,0,"66,671","104,971","30,383",0,0,0,1,"202,026",0,0
BERGEN,SOUTH HACKENSACK TWP,4870,"235,397",0,0,0,"13,033","203,132","20,749",0,0,0,0,"236,914","1,517",0.6
BERGEN,TEANECK TWP,5150,"5,085,550",0,0,0,"1,887,212","2,567,656","730,527",0,0,0,0,"5,185,395","99,845",2
BERGEN,TENAFLY BORO,5160,"1,328,428",0,0,0,"70,484","1,202,460","55,484",0,0,0,0,"1,328,428",0,0
BERGEN,UPPER SADDLE RIVER BORO,5330,"506,601",0,0,0,"35,371","451,270","19,961",0,0,0,0,"506,602",1,0
BERGEN,WALDWICK BORO,5410,"820,201","6,011",0,0,"37,973","752,149","24,067",0,0,0,1,"820,201",0,0
BERGEN,WALLINGTON BORO,5430,"2,968,354","2,178,860",0,0,"20,642","727,940","40,911",0,"75,442",0,0,"3,043,795","75,441",2.5
BERGEN,WESTWOOD REGIONAL,5755,"1,652,524",0,0,0,"98,956","1,503,177","48,069",0,0,0,"2,322","1,652,524",0,0
BERGEN,WOOD-RIDGE BORO,5830,"756,240","42,210",0,0,"32,013","663,039","18,978",0,0,0,0,"756,240",0,0
BERGEN,WOODCLIFF LAKE BORO,5880,"341,267",0,0,0,"16,437","313,218","11,612",0,0,0,0,"341,267",0,0
BERGEN,WYCKOFF TWP,5920,"838,013",0,0,0,"51,450","753,422","33,142",0,0,0,0,"838,014",1,0
BURLINGTON,BASS RIVER TWP,200,"872,332","638,484",0,0,"25,972","67,203","22,124","129,586",0,0,0,"883,369","11,037",1.3
BURLINGTON,BEVERLY CITY,380,"3,546,917","2,397,552",0,0,"196,255","167,839","86,245","863,310",0,0,0,"3,711,201","164,284",4.6
BURLINGTON,BORDENTOWN REGIONAL,475,"7,858,782","6,172,180",0,0,"178,363","1,445,511","62,729",0,"33,986",0,0,"7,892,769","33,987",0.4
BURLINGTON,BURLINGTON CITY,600,"16,509,000","13,867,857",0,0,"205,655","858,702","443,577","1,394,126",0,0,0,"16,769,917","260,917",1.6
BURLINGTON,BURLINGTON CO VOCATIONAL,610,"14,017,646","13,192,613",0,0,0,"1,162,397","109,496",0,0,0,0,"14,464,506","446,860",3.2
BURLINGTON,BURLINGTON TWP,620,"18,386,433","14,972,792",0,0,"707,284","2,283,101","423,257",0,"34,377",0,0,"18,420,811","34,378",0.2
BURLINGTON,CHESTERFIELD TWP,830,"328,762",0,0,0,"69,303","130,925","43,022",0,"60,016","85,512",0,"388,778","60,016",18.3
BURLINGTON,CINNAMINSON TWP,840,"8,725,539","7,388,894",0,0,"164,548","1,345,009","50,849",0,0,0,0,"8,949,300","223,761",2.6
BURLINGTON,DELANCO TWP,1030,"2,398,338","2,114,805",0,0,"24,250","313,392","22,608",0,0,0,0,"2,475,055","76,717",3.2
BURLINGTON,DELRAN TWP,1060,"11,462,145","9,568,442",0,0,"112,213","1,707,479","74,011",0,"14,105",0,0,"11,476,250","14,105",0.1
BURLINGTON,EASTAMPTON TWP,1250,"4,629,757","4,148,569",0,0,"16,953","389,996","17,257","56,982",0,0,0,"4,629,757",0,0
BURLINGTON,EDGEWATER PARK TWP,1280,"6,593,888","5,627,373",0,0,"133,655","583,952","248,909",0,"4,746",0,0,"6,598,635","4,747",0.1
BURLINGTON,EVESHAM TWP,1420,"13,386,593","9,135,441",0,0,"1,295,334","2,610,392","347,614",0,0,0,0,"13,388,781","2,188",0
BURLINGTON,FLORENCE TWP,1520,"9,347,922","8,343,214",0,0,"89,884","998,852","101,727",0,"7,868",0,0,"9,541,545","193,623",2.1
BURLINGTON,HAINESPORT TWP,1910,"1,338,850","689,609",0,0,"149,208","381,603","57,433","96,002","4,376",0,0,"1,378,231","39,381",2.9
BURLINGTON,LENAPE REGIONAL,2610,"28,478,486","22,738,228",0,0,"785,083","4,238,655","448,023",0,0,0,"268,497","28,478,486",0,0
BURLINGTON,LUMBERTON TWP,2850,"8,165,327","6,879,838",0,0,"208,437","903,723","141,349","31,980",0,0,0,"8,165,327",0,0
BURLINGTON,MANSFIELD TWP,2960,"593,109","61,810",0,0,"96,284","384,623","50,390",0,0,0,2,"593,109",0,0
BURLINGTON,MAPLE SHADE TWP,3010,"8,493,871","7,118,742",0,0,"69,068","1,199,589","106,471",0,"27,454",0,0,"8,521,324","27,453",0.3
BURLINGTON,MEDFORD LAKES BORO,3070,"1,118,696","791,104",0,0,"7,335","312,385","7,871",0,"2,090",0,0,"1,120,785","2,089",0.2
BURLINGTON,MEDFORD TWP,3080,"4,689,788","2,700,883",0,0,"230,547","1,680,355","78,003",0,0,0,0,"4,689,788",0,0
BURLINGTON,MOORESTOWN TWP,3360,"2,989,549",0,0,0,"381,205","2,341,784","313,520",0,0,0,0,"3,036,509","46,960",1.6
BURLINGTON,MOUNT HOLLY TWP,3430,"9,781,730","7,996,220",0,0,"128,424","537,492","265,020","1,059,003",0,0,0,"9,986,159","204,429",2.1
BURLINGTON,MOUNT LAUREL TWP,3440,"4,265,312",0,0,0,"1,636,080","2,290,692","335,153",0,0,0,"3,387","4,265,312",0,0
BURLINGTON,NEW HANOVER TWP,3540,"2,313,833","1,908,481",0,0,"162,889","137,160","48,594","140,043",0,0,0,"2,397,167","83,334",3.6
BURLINGTON,NORTH HANOVER TWP,3650,"11,218,879","9,648,284",0,0,"426,591","588,916","189,856","417,899","145,182",0,0,"11,416,728","197,849",1.8
BURLINGTON,NORTHERN BURLINGTON REG,3690,"12,071,453","10,071,884",0,"415,100","558,546","1,064,239","152,560",0,0,0,0,"12,262,329","190,876",1.6
BURLINGTON,PALMYRA BORO,3920,"4,667,922","3,854,272",0,0,"97,930","468,409","155,831","106,295","11,616",0,0,"4,694,353","26,431",0.6
BURLINGTON,PEMBERTON TWP,4050,"82,233,036","44,411,804",0,"261,580","2,475,702","2,619,559","1,269,289","32,419,492",0,0,919,"83,458,345","1,225,309",1.5
BURLINGTON,RANCOCAS VALLEY REGIONAL,4320,"15,916,083","13,307,513",0,0,"957,133","1,209,933","215,416","278,362",0,0,0,"15,968,357","52,274",0.3
BURLINGTON,RIVERSIDE TWP,4450,"10,643,840","9,997,701",0,0,"44,573","690,094","72,973",0,"19,179",0,0,"10,824,520","180,680",1.7
BURLINGTON,RIVERTON,4460,"535,103","288,342",0,0,"26,068","189,928","30,765",0,0,0,0,"535,103",0,0
BURLINGTON,SHAMONG TWP,4740,"4,107,918","3,430,365",0,0,"224,964","507,214","65,308",0,0,0,0,"4,227,851","119,933",2.9
BURLINGTON,SOUTHAMPTON TWP,4930,"2,084,216","425,897",0,0,"366,769","455,453","71,701","793,866",0,0,0,"2,113,686","29,470",1.4
BURLINGTON,SPRINGFIELD TWP,5010,"1,208,709","763,643",0,0,"139,769","159,516","22,191","100,078",0,0,"23,512","1,208,709",0,0
BURLINGTON,TABERNACLE TWP,5130,"5,425,694","3,405,745",0,0,"337,115","465,120","66,283","1,177,271",0,0,0,"5,451,534","25,840",0.5
BURLINGTON,WASHINGTON TWP,5490,"615,046","145,352",0,"95,824","84,355","51,627","9,596","283,400",0,0,0,"670,154","55,108",9
BURLINGTON,WESTAMPTON,5720,"3,657,963","2,855,291",0,0,"162,007","549,308","91,358",0,"22,243",0,0,"3,680,207","22,244",0.6
BURLINGTON,WILLINGBORO TWP,5805,"37,814,004","34,387,336",0,0,"470,570","2,391,334","1,086,670",0,0,0,0,"38,335,910","521,906",1.4
BURLINGTON,WOODLAND TWP,5890,"892,693","703,702",0,0,"57,862","86,673","14,739","41,487",0,0,0,"904,463","11,770",1.3
CAMDEN,AUDUBON BORO,150,"7,396,337","5,833,566",0,"868,344","62,679","698,294","129,718","530,382","25,300",0,0,"8,148,283","751,946",10.2
CAMDEN,BARRINGTON BORO,190,"3,236,918","2,677,918",0,0,"20,628","518,323","20,049",0,0,0,0,"3,236,918",0,0
CAMDEN,BELLMAWR BORO,260,"4,890,523","4,175,821",0,"150,135","9,872","602,816","56,414",0,"104,103",0,0,"5,099,161","208,638",4.3
CAMDEN,BERLIN BORO,330,"3,569,842","2,999,343",0,0,"49,114","488,215","33,172",0,"77,184",0,0,"3,647,028","77,186",2.2
CAMDEN,BERLIN TWP,340,"5,668,608","4,489,028",0,"518,072","48,199","438,670","130,164",0,0,0,"44,475","5,668,608",0,0
CAMDEN,BLACK HORSE PIKE REGIONAL,390,"32,734,689","30,562,927",0,0,"197,935","2,402,732","139,073",0,0,0,0,"33,302,667","567,978",1.7
