County,Dist,District,"FY19 
Cape May,5700,West Wildwood,"42,928",0,0,0,"6,184","32,825","3,044",0,0,"42,053",-875,-2.04%
Cape May,5790,Wildwood City,"4,993,657","863,844",0,0,"119,536","542,470","306,033","2,931,184",0,"4,763,067","-230,590",-4.62%
Cape May,5800,Wildwood Crest Boro,"693,621",0,0,"188,584","52,476","177,729","49,788","194,696",0,"663,273","-30,348",-4.38%
Cape May,5840,Woodbine Boro,"2,929,570","1,806,741",0,"21,250","164,200","150,703","94,856","685,541",0,"2,923,291","-6,279",-0.21%
Cumberland,540,Bridgeton City,"86,812,555","78,882,015","3,901,078",0,"1,037,407","4,870,215","2,711,965",0,0,"91,402,680","4,590,125",5.29%
Cumberland,950,Commercial Twp,"9,310,905","9,277,063",0,0,0,"189,620",0,0,0,"9,466,683","155,778",1.67%
Cumberland,995,Cumberland Co Vocational,"5,275,456","5,678,379",0,0,0,"479,308","160,459",0,0,"6,318,146","1,042,690",19.76%
Cumberland,997,Cumberland Regional,"12,891,242","10,259,801",0,"954,046","597,693","708,459","230,816",0,0,"12,750,815","-140,427",-1.09%
Cumberland,1020,Deerfield Twp,"2,629,347","2,320,668",0,0,"95,887","194,666","45,634",0,0,"2,656,855","27,508",1.05%
Cumberland,1120,Downe Twp,"1,788,499","1,148,599",0,"201,195","117,588","109,379","40,699","54,923",0,"1,672,383","-116,116",-6.49%
Cumberland,1460,Fairfield Twp,"6,106,657","5,178,123",0,0,"163,986","357,285","168,555","238,708",0,"6,106,657",0,0.00%
Cumberland,1820,Greenwich Twp,"414,507","189,820",0,0,"30,102","37,201","7,420","136,325",0,"400,868","-13,639",-3.29%
Cumberland,2270,Hopewell Twp,"3,465,942","2,720,941",0,0,"197,184","279,437","89,617","201,791",0,"3,488,970","23,028",0.66%
Cumberland,2570,Lawrence Twp,"6,300,372","5,213,334",0,"471,240","87,111","372,413","160,344",0,0,"6,304,442","4,070",0.06%
Cumberland,3050,Maurice River Twp,"4,854,652","3,565,907",0,"461,311","345,391","332,611","123,438",0,0,"4,828,658","-25,994",-0.54%
Cumberland,3230,Millville City,"67,197,040","50,022,584",0,0,"1,606,779","2,788,642","1,838,491","11,301,184",0,"67,557,680","360,640",0.54%
Cumberland,5070,Stow Creek Twp,"800,464","566,534",0,0,"55,120","88,149","17,125","36,606",0,"763,534","-36,930",-4.61%
Cumberland,5300,Upper Deerfield Twp,"6,800,705","5,941,599",0,0,"380,486","465,051","187,464",0,0,"6,974,600","173,895",2.56%
Cumberland,5390,Vineland City,"134,746,158","90,151,959",0,"32,724","4,794,073","5,294,946","3,354,282","31,132,988",0,"134,760,972","14,814",0.01%
Essex,250,Belleville Town,"28,335,839","25,275,095",0,0,"625,449","3,112,840","1,686,624",0,0,"30,700,008","2,364,169",8.34%
Essex,410,Bloomfield Twp,"27,671,326","22,132,098",0,0,"645,917","5,770,059","1,797,404",0,0,"30,345,478","2,674,152",9.66%
Essex,660,Caldwell-West Caldwell,"1,644,641",0,0,0,"342,698","1,257,414","226,292",0,0,"1,826,404","181,763",11.05%
Essex,760,Cedar Grove Twp,"1,044,907",0,0,0,"284,386","817,275","57,017",0,0,"1,158,678","113,771",10.89%
Essex,1210,East Orange,"175,087,372","134,162,325",0,0,"1,172,856","7,715,286","4,014,478","28,022,427",0,"175,087,372",0,0.00%
Essex,1390,Essex Co Voc-Tech,"22,149,572","20,522,221",0,0,0,"1,659,351","1,032,999",0,0,"23,214,571","1,064,999",4.81%
Essex,1400,Essex Fells Boro,"121,697",0,0,0,"9,597","112,659","16,768",0,0,"139,024","17,327",14.24%
Essex,1465,Fairfield Twp,"452,740",0,0,0,"148,937","341,251","12,368",0,0,"502,556","49,816",11.00%
Essex,1750,Glen Ridge Boro,"1,104,993",0,0,0,"123,908","958,949","147,881",0,0,"1,230,738","125,745",11.38%
Essex,2330,Irvington Township,"117,691,353","86,760,158",0,0,"1,164,430","6,835,301","3,649,144","22,051,380",0,"120,460,413","2,769,060",2.35%
Essex,2730,Livingston Twp,"4,137,165",0,0,0,"1,303,530","2,874,002","434,880",0,0,"4,612,412","475,247",11.49%
Essex,3190,Millburn Twp,"3,171,659",0,0,0,"788,722","2,341,288","389,098",0,0,"3,519,108","347,449",10.95%
Essex,3310,Montclair Town,"7,428,526",0,0,0,"1,175,389","5,352,479","755,225","322,539",0,"7,605,632","177,106",2.38%
Essex,3570,Newark City,"787,623,912","720,572,585",0,0,"8,523,133","45,823,149","24,632,298","12,840,459",0,"812,391,624","24,767,712",3.15%
Essex,3630,North Caldwell Boro,"401,829",0,0,0,"84,466","317,833","51,981",0,0,"454,280","52,451",13.05%
Essex,3750,Nutley Town,"7,599,452","4,878,663",0,0,"588,055","2,451,565","81,159",0,0,"7,999,442","399,990",5.26%
Essex,3880,City Of Orange Twp,"78,604,954","65,666,699","7,152,931",0,"1,195,106","4,633,802","2,473,511",0,0,"81,122,049","2,517,095",3.20%
Essex,4530,Roseland Boro,"331,216",0,0,0,"72,082","288,092","8,056",0,0,"368,230","37,014",11.18%
Essex,4900,South Orange-Maplewood,"5,033,885",0,0,0,"1,020,280","4,392,049","187,988",0,0,"5,600,317","566,432",11.25%
Essex,5370,Verona Boro,"1,287,737",0,0,0,"103,500","1,163,707","175,630",0,0,"1,442,837","155,100",12.04%
Essex,5630,West Essex Regional,"1,391,687",0,0,0,"479,086","1,044,551","29,634",0,0,"1,553,271","161,584",11.61%
Essex,5680,West Orange Town,"12,293,832","4,840,642",0,0,"3,033,009","4,159,988","1,866,353",0,0,"13,899,992","1,606,160",13.06%
Gloucester,860,Clayton Boro,"10,803,765","9,876,633",0,"95,670","289,926","1,061,043","269,252",0,0,"11,592,524","788,759",7.30%
Gloucester,870,Clearview Regional,"14,906,929","12,535,942",0,0,"440,789","1,418,100","196,159",0,0,"14,590,990","-315,939",-2.12%
Gloucester,1100,Deptford Twp,"25,513,472","21,524,670",0,"131,763","1,711,578","2,328,005","483,815",0,0,"26,179,831","666,359",2.61%
Gloucester,1180,East Greenwich Twp,"4,087,465","2,718,489",0,0,"593,363","1,082,596","106,343",0,0,"4,500,791","413,326",10.11%
Gloucester,1330,Elk Twp,"2,551,049","1,989,915",0,"143,759","148,655","195,091","66,201",0,0,"2,543,621","-7,428",-0.29%
Gloucester,1590,Franklin Twp,"9,274,364","7,628,286",0,0,"836,192","737,647","177,000",0,0,"9,379,125","104,761",1.13%
Gloucester,1715,Gateway Regional,"8,004,738","6,180,270",0,"700,992","502,794","581,865","192,533",0,0,"8,158,454","153,716",1.92%
Gloucester,1730,Glassboro,"14,754,327","14,597,332",0,"142,688",0,"92,586",0,0,0,"14,832,606","78,279",0.53%
Gloucester,1775,Gloucester Co Vocational,"8,379,681","7,683,609",0,0,0,"1,054,667","113,534",0,0,"8,851,810","472,129",5.63%
Gloucester,1830,Greenwich Twp,"1,089,802",0,0,0,"272,578","399,234","133,562","244,931",0,"1,050,305","-39,497",-3.62%
Gloucester,2070,Harrison Twp,"6,095,292","4,957,014",0,0,"153,456","800,303","107,201",0,0,"6,017,974","-77,318",-1.27%
Gloucester,2440,Kingsway Regional,"11,729,113","8,981,736",0,0,"1,518,262","2,148,364","232,812",0,0,"12,881,174","1,152,061",9.82%
Gloucester,2750,Logan Twp,"5,215,466","3,498,448",0,"10,139","314,926","768,262","129,058",0,0,"4,720,833","-494,633",-9.48%
Gloucester,2990,Mantua Twp,"6,136,081","5,201,864",0,0,"92,254","731,840","24,998",0,0,"6,050,956","-85,125",-1.39%
Gloucester,3280,Monroe Twp,"37,527,604","32,752,552",0,0,"2,064,093","3,586,669","1,005,014",0,0,"39,408,328","1,880,724",5.01%
Gloucester,3490,National Park Boro,"2,150,650","1,984,211",0,0,"15,950","152,723","63,683",0,0,"2,216,567","65,917",3.07%
Gloucester,3580,Newfield Boro,"1,504,442","1,277,997",0,0,"132,194","130,013","43,725",0,0,"1,583,929","79,487",5.28%
Gloucester,4020,Paulsboro Boro,"13,068,258","12,267,901",0,"72,675","179,476","715,226","498,216",0,0,"13,733,494","665,236",5.09%
Gloucester,4140,Pitman Boro,"9,585,915","7,117,182",0,0,"148,522","925,239","142,285","1,038,706",0,"9,371,934","-213,981",-2.23%
Gloucester,4880,South Harrison Twp,"1,692,928","992,141",0,"247,431","140,825","302,902","34,238",0,0,"1,717,537","24,609",1.45%
Gloucester,4940,Delsea Regional H.S Dist.,"14,016,426","12,014,766",0,"439,475","239,518","956,261","231,243",0,0,"13,881,263","-135,163",-0.96%
Gloucester,5120,Swedesboro-Woolwich,"7,578,556","5,910,622",0,0,"665,956","1,357,452","162,836",0,0,"8,096,866","518,310",6.84%
Gloucester,5500,Washington Twp,"48,629,792","37,764,814",0,0,"2,909,313","5,556,586","944,104",0,0,"47,174,817","-1,454,975",-2.99%
Gloucester,5590,Wenonah Boro,"483,014","308,080",0,0,0,"134,037",0,0,0,"442,117","-40,897",-8.47%
Gloucester,5620,West Deptford Twp,"12,952,046","10,173,361",0,0,"1,034,656","1,706,085","293,580",0,0,"13,207,682","255,636",1.97%
Gloucester,5740,Westville Boro,"2,679,067","2,509,203",0,0,"28,684","183,022","124,456",0,0,"2,845,365","166,298",6.21%
Gloucester,5860,Woodbury City,"13,061,553","11,891,034",0,"136,789","170,342","1,010,493","499,272",0,0,"13,707,930","646,377",4.95%
Gloucester,5870,Woodbury Heights Boro,"988,769","827,436",0,0,0,"134,019","3,952",0,0,"965,407","-23,362",-2.36%
Hudson,220,Bayonne City,"60,003,961","55,286,768",0,0,"403,763","6,370,555","3,438,877",0,0,"65,499,963","5,496,002",9.16%
Hudson,1200,East Newark Boro,"3,757,787","3,408,110",0,0,"16,052","310,863","173,154",0,0,"3,908,179","150,392",4.00%
Hudson,1850,Guttenberg Town,"7,566,110","6,203,359",0,0,"60,778","1,189,648","603,184",0,0,"8,056,969","490,859",6.49%
Hudson,2060,Harrison Town,"26,176,691","23,240,567",0,0,"157,728","1,907,024","979,214",0,0,"26,284,533","107,842",0.41%
Hudson,2210,Hoboken City,"9,941,346",0,0,"2,408,621","124,453","1,604,666","750,149","4,603,039",0,"9,490,928","-450,418",-4.53%
Hudson,2295,Hudson County Vocational,"22,358,116","19,771,331",0,0,"818,768","1,494,362","632,290",0,0,"22,716,751","358,635",1.60%
Hudson,2390,Jersey City,"406,904,292","270,661,365","125,411",0,"4,423,777","18,332,551","12,648,342","73,520,213",0,"379,711,659","-27,192,633",-6.68%
Hudson,2410,Kearny Town,"38,275,891","34,186,746",0,0,"239,445","5,200,975","2,040,647",0,0,"41,667,813","3,391,922",8.86%
Hudson,3610,North Bergen Twp,"61,239,183","52,876,513",0,0,"747,436","5,808,963","2,787,698",0,0,"62,220,610","981,427",1.60%
Hudson,4730,Secaucus Town,"1,642,573",0,0,0,"546,399","1,119,390","191,170",0,0,"1,856,959","214,386",13.05%
Hudson,5240,Union City,"190,188,699","177,430,170",0,0,"475,492","11,029,654","6,223,084",0,0,"195,158,400","4,969,701",2.61%
Hudson,5580,Weehawken Twp,"2,607,369",0,0,0,"150,232","900,996","351,824","1,095,930",0,"2,498,982","-108,387",-4.16%
Hudson,5670,West New York Town,"100,371,778","91,819,200",0,0,"928,926","6,886,808","3,601,834",0,0,"103,236,768","2,864,990",2.85%
Hunterdon,20,Alexandria Twp,"1,481,664","570,136",0,"199,680","193,439","396,410","42,678",0,0,"1,402,343","-79,321",-5.35%
Hunterdon,370,Bethlehem Twp,"1,506,188","863,571",0,"62,473","113,737","303,137","37,641",0,0,"1,380,559","-125,629",-8.34%
Hunterdon,430,Bloomsbury Boro,"845,861","617,333",0,"250,217",0,0,0,0,0,"867,550","21,689",2.56%
Hunterdon,670,Califon Boro,"311,992","128,351",0,"30,107","13,884","93,822","2,028",0,0,"268,192","-43,800",-14.04%
Hunterdon,910,Clinton Town,"1,306,579","673,606",0,"51,433","101,114","254,322","38,137","120,117",0,"1,238,729","-67,850",-5.19%
Hunterdon,920,Clinton Twp,"2,020,647",0,0,"232,745","655,670","1,012,993","95,566",0,0,"1,996,974","-23,673",-1.17%
Hunterdon,1040,Delaware Twp,"1,129,910",0,0,"275,362","167,383","267,084","34,010","318,795",0,"1,062,634","-67,276",-5.95%
Hunterdon,1050,Delaware Valley Regional,"3,858,416","2,819,452",0,0,"17,291","592,662","74,763",0,0,"3,504,168","-354,248",-9.18%
Hunterdon,1160,East Amwell Twp,"876,130",0,0,"327,024","181,957","280,435","37,939","46,879",0,"874,234","-1,896",-0.22%
Hunterdon,1376,South-Hunterdon,"2,367,203",0,0,"1,342,570","314,641","589,364","125,891",0,0,"2,372,466","5,263",0.22%
Hunterdon,1510,Flemington-Raritan Reg,"6,047,258","3,297,080",0,0,"297,208","2,087,364","140,035",0,0,"5,821,687","-225,571",-3.73%
Hunterdon,1600,Franklin Twp,"340,425",0,0,"89,466","49,027","209,050","16,949","2,057",0,"366,549","26,124",7.67%
Hunterdon,1680,Frenchtown Boro,"760,583","450,527",0,"67,448",0,"65,461",0,0,0,"583,436","-177,147",-23.29%
Hunterdon,1970,Hampton Boro,"917,383","637,112",0,"58,472","27,902","84,197","24,029",0,0,"831,712","-85,671",-9.34%
Hunterdon,2140,High Bridge Boro,"1,437,321","1,051,015",0,"20,977","14,338","273,011","34,384","23,008",0,"1,416,733","-20,588",-1.43%
Hunterdon,2220,Holland Twp,"1,814,732","1,168,023",0,"88,178","36,300","373,356","9,453",0,0,"1,675,310","-139,422",-7.68%
Hunterdon,2300,Hunterdon Central Reg,"5,680,990","3,053,948",0,"247,860","326,420","1,840,406","48,383",0,0,"5,517,017","-163,973",-2.89%
Hunterdon,2308,Hunterdon Co Vocational,"933,283","241,040",0,0,0,"158,471","31,411","442,144","60,217","933,283",0,0.00%
Hunterdon,2450,Kingwood Twp,"1,273,138","441,447",0,"141,545","166,282","259,824","31,021","140,295",0,"1,180,414","-92,724",-7.28%
Hunterdon,2590,Lebanon Boro,"201,651",0,0,"52,132","24,207","111,417","11,798",0,0,"199,554","-2,097",-1.04%
Hunterdon,2600,Lebanon Twp,"2,294,890","927,691",0,"328,698","320,578","448,913","54,166",0,0,"2,080,046","-214,844",-9.36%
Hunterdon,3180,Milford Boro,"329,997","181,211",0,"68,650",0,"52,412",0,0,0,"302,273","-27,724",-8.40%
Hunterdon,3660,N Hunt/Voorhees Regional,"5,455,854","3,205,036",0,0,"267,039","1,738,465","44,422",0,0,"5,254,962","-200,892",-3.68%
Hunterdon,4350,Readington Twp,"1,614,266",0,0,0,"394,345","1,245,301","69,578",0,0,"1,709,224","94,958",5.88%
Hunterdon,5180,Tewksbury Twp,"933,991",0,0,"330,361","173,355","390,528","56,555",0,0,"950,799","16,808",1.80%
Hunterdon,5270,Union Twp,"639,966",0,0,0,"233,413","358,106","36,554","14,726",0,"642,799","2,833",0.44%
Mercer,1245,East Windsor Regional,"24,011,724","18,505,200",0,0,"2,095,914","4,472,603","1,255,961",0,0,"26,329,678","2,317,954",9.65%
Mercer,1430,Ewing Twp,"12,150,645","8,277,957",0,0,"1,023,175","2,681,096","1,024,833",0,0,"13,007,061","856,416",7.05%
Mercer,1950,Hamilton Twp,"74,115,381","64,409,125",0,0,"1,446,373","8,198,284","630,559",0,0,"74,684,341","568,960",0.77%
Mercer,2280,Hopewell Valley Regional,"3,239,777",0,0,"319,831","760,010","2,448,855","62,529",0,0,"3,591,225","351,448",10.85%
Mercer,2580,Lawrence Twp,"3,948,118",0,0,0,"1,102,884","2,695,812","421,512",0,0,"4,220,208","272,090",6.89%
Mercer,3105,Mercer County Vocational,"2,622,910","2,278,667",0,0,0,"293,805","118,657","103,021",0,"2,794,150","171,240",6.53%
Mercer,4255,Princeton,"4,023,203",0,0,0,"869,413","2,804,966","371,547","107,606",0,"4,153,532","130,329",3.24%
Mercer,5210,Trenton City,"242,226,749","205,412,502",0,0,"4,524,728","13,190,389","7,239,256","20,438,575",0,"250,805,450","8,578,701",3.54%
Mercer,5510,Robbinsville Twp,"6,778,938","3,127,117",0,0,"1,168,077","2,787,359","259,044",0,0,"7,341,597","562,659",8.30%
Mercer,5715,W Windsor-Plainsboro Reg,"8,563,582","546,130",0,0,"1,898,118","6,662,079","173,051",0,0,"9,279,378","715,796",8.36%
Middlesex,750,Carteret Boro,"29,226,475","26,717,472",0,0,"511,027","2,809,761","1,526,650",0,0,"31,564,910","2,338,435",8.00%
Middlesex,970,Cranbury Twp,"581,747",0,0,0,"163,336","456,180","13,756",0,0,"633,272","51,525",8.86%
Middlesex,1140,Dunellen Boro,"7,638,769","7,068,999",0,0,"76,133","1,045,367","361,377",0,0,"8,551,876","913,107",11.95%
Middlesex,1170,East Brunswick Twp,"18,761,697","12,789,929",0,0,"1,491,445","5,355,986","176,418",0,0,"19,813,778","1,052,081",5.61%
Middlesex,1290,Edison Twp,"19,766,625","8,207,622",0,0,"4,964,654","8,719,977","1,078,233",0,0,"22,970,486","3,203,861",16.21%
Middlesex,2150,Highland Park Boro,"3,982,575","2,978,764",0,0,"240,771","901,509","47,872",0,0,"4,168,916","186,341",4.68%
Middlesex,2370,Jamesburg Boro,"5,859,136","5,314,510",0,0,"78,155","778,217","286,636",0,0,"6,457,518","598,382",10.21%
Middlesex,3120,Metuchen Boro,"1,369,754",0,0,0,"226,496","1,148,113","158,054",0,0,"1,532,663","162,909",11.89%
Middlesex,3140,Middlesex Boro,"9,578,943","8,289,671",0,0,"333,032","1,286,114","359,344",0,0,"10,268,161","689,218",7.20%
Middlesex,3150,Middlesex Co Vocational,"14,197,023","12,558,679",0,0,0,"1,421,678","592,489",0,0,"14,572,846","375,823",2.65%
Middlesex,3220,Milltown Boro,"1,482,795","618,592",0,0,"302,474","603,646","86,463",0,0,"1,611,175","128,380",8.66%
Middlesex,3290,Monroe Twp,"5,291,700",0,0,0,"2,753,019","3,058,774","103,764",0,0,"5,915,557","623,857",11.79%
Middlesex,3530,New Brunswick City,"133,216,698","124,587,722",0,0,"1,347,414","8,630,083","4,608,779",0,0,"139,173,998","5,957,300",4.47%
Middlesex,3620,North Brunswick Twp,"18,852,249","13,147,323",0,0,"2,310,618","5,372,023","1,619,505",0,0,"22,449,469","3,597,220",19.08%
Middlesex,3845,Old Bridge Twp,"44,170,566","34,752,494",0,0,"1,049,333","5,572,334","835,366",0,0,"42,209,527","-1,961,039",-4.44%
Middlesex,4090,Perth Amboy City,"168,100,857","145,430,252","11,689,337",0,"1,705,200","9,001,769","4,789,113",0,0,"172,615,671","4,514,814",2.69%
Middlesex,4130,Piscataway Twp,"19,574,029","11,746,094",0,0,"3,188,747","4,407,101","1,295,620",0,0,"20,637,562","1,063,533",5.43%
Middlesex,4660,Sayreville Boro,"25,454,867","18,960,941",0,0,"2,289,895","5,243,822","1,481,817",0,0,"27,976,475","2,521,608",9.91%
Middlesex,4830,South Amboy City,"6,627,860","5,719,489",0,0,"154,764","686,228","63,955","3,424",0,"6,627,860",0,0.00%
Middlesex,4860,South Brunswick Twp,"24,833,843","15,865,331",0,0,"2,155,118","5,479,892","183,321",0,0,"23,683,662","-1,150,181",-4.63%
Middlesex,4910,South Plainfield Boro,"9,284,240","6,455,470",0,0,"305,134","2,230,194","112,479",0,0,"9,103,277","-180,963",-1.95%
Middlesex,4920,South River Boro,"13,979,765","12,027,173",0,0,"502,357","1,910,698","645,142",0,0,"15,085,370","1,105,605",7.91%
Middlesex,4970,Spotswood,"6,592,788","5,335,520",0,0,"236,772","990,548","160,684",0,0,"6,723,524","130,736",1.98%
Middlesex,5850,Woodbridge Twp,"33,947,560","26,307,356",0,0,"4,389,122","7,858,506","2,785,278",0,0,"41,340,262","7,392,702",21.78%
Monmouth,50,Allenhurst,"45,359",0,0,0,"19,617","2,702",388,"18,850",0,"41,557","-3,802",-8.38%
Monmouth,100,Asbury Park City,"53,166,244","28,163,553",0,0,"478,668","1,858,487","1,114,203","18,124,505",0,"49,739,416","-3,426,828",-6.45%
Monmouth,130,Atlantic Highlands Boro,"190,897",0,0,0,"20,451","160,426","22,613",0,0,"203,490","12,593",6.60%
Monmouth,180,Avon Boro,"195,349",0,0,0,"63,965","118,707","16,622",0,0,"199,294","3,945",2.02%
Monmouth,270,Belmar Boro,"964,473",0,0,0,"181,768","320,357","158,409","278,045",0,"938,579","-25,894",-2.69%
Monmouth,500,Bradley Beach Boro,"1,021,859",0,0,0,"85,575","221,110","134,097","518,546",0,"959,328","-62,531",-6.12%
Monmouth,560,Brielle Boro,"512,929",0,0,0,"121,923","425,390","14,351",0,0,"561,664","48,735",9.50%
Monmouth,945,Colts Neck Twp,"1,136,070",0,0,0,"344,119","749,811","89,090",0,0,"1,183,020","46,950",4.13%
Monmouth,1000,Deal Boro,"2,238,599",0,0,"1,946,822","31,046","150,346","18,769",0,0,"2,146,983","-91,616",-4.09%
Monmouth,1260,Eatontown Boro,"3,647,236","728,620",0,0,"259,295","753,200","284,164","1,335,917",0,"3,361,196","-286,040",-7.84%
Monmouth,1440,Fair Haven Boro,"535,188",0,0,0,"44,525","475,066","72,677",0,0,"592,268","57,080",10.67%
Monmouth,1490,Farmingdale Boro,"805,470","504,290",0,0,"5,923","94,325","27,049","174,253",0,"805,840",370,0.05%
Monmouth,1640,Freehold Boro,"13,862,567","12,668,954",0,0,"407,350","1,438,457","739,721",0,0,"15,254,482","1,391,915",10.04%
Monmouth,1650,Freehold Regional,"50,296,156","36,933,216",0,0,"1,816,395","7,030,185","735,594",0,0,"46,515,390","-3,780,766",-7.52%
Monmouth,1660,Freehold Twp,"4,527,805","1,100,169",0,0,"709,345","2,685,135","93,758",0,0,"4,588,407","60,602",1.34%
Monmouth,2105,Hazlet Twp,"12,550,373","9,990,391",0,0,"91,986","1,936,203","71,011",0,0,"12,089,591","-460,782",-3.67%
Monmouth,2120,Henry Hudson Regional,"767,898",0,0,0,"183,003","264,676","60,908","230,003",0,"738,590","-29,308",-3.82%
Monmouth,2160,Highlands Boro,"609,259",0,0,0,"42,233","155,353","58,540","307,198",0,"563,324","-45,935",-7.54%
Monmouth,2230,Holmdel Twp,"2,339,427",0,0,0,"721,124","1,722,321","139,118",0,0,"2,582,563","243,136",10.39%
Monmouth,2290,Howell Twp,"32,626,626","25,819,785",0,0,"903,761","3,740,074","517,479",0,0,"30,981,099","-1,645,527",-5.04%
Monmouth,2320,Interlaken,"65,117",0,0,0,"35,061","12,321","1,612","16,821",0,"65,815",698,1.07%
Monmouth,2400,Keansburg Boro,"26,538,616","16,973,265",0,0,"334,763","1,023,215","535,157","7,284,018",0,"26,150,418","-388,198",-1.46%
Monmouth,2430,Keyport Boro,"5,751,498","4,872,712",0,0,"39,799","569,435","277,906",0,0,"5,759,852","8,354",0.15%
Monmouth,2720,Little Silver Boro,"492,709",0,0,0,"71,696","412,311","64,328",0,0,"548,335","55,626",11.29%
Monmouth,2770,Long Branch City,"45,385,448","39,385,243",0,0,"1,003,772","4,321,902","2,387,836",0,0,"47,098,753","1,713,305",3.78%
Monmouth,2920,Manalapan-Englishtown Reg,"18,773,314","11,071,669",0,0,"1,968,298","3,767,124","427,473",0,0,"17,234,564","-1,538,750",-8.20%
Monmouth,2930,Manasquan Boro,"721,224",0,0,0,"76,841","569,110","83,868","20,596",0,"750,415","29,191",4.05%
Monmouth,3030,Marlboro Twp,"11,161,748","5,689,623",0,0,"1,189,069","3,375,643","349,448",0,0,"10,603,783","-557,965",-5.00%
Monmouth,3040,Matawan-Aberdeen Regional,"12,706,646","9,323,608",0,0,"849,277","2,297,673","173,621",0,0,"12,644,179","-62,467",-0.49%
Monmouth,3160,Middletown Twp,"17,167,245","966,925",0,0,"3,160,000","7,019,398","861,307","4,607,043",0,"16,614,673","-552,572",-3.22%
Monmouth,3200,Millstone Twp,"4,695,215","2,113,061",0,0,"921,823","1,263,326","160,905",0,0,"4,459,115","-236,100",-5.03%
Monmouth,3250,Monmouth Beach Boro,"180,433",0,0,0,"30,330","145,962","10,874",0,0,"187,166","6,733",3.73%
Monmouth,3260,Monmouth Co Vocational,"8,120,555","4,003,057",0,0,0,"1,572,980","208,928","1,568,727","766,863","8,120,555",0,0.00%
Monmouth,3270,Monmouth Regional,"3,205,090","299,370",0,0,"669,909","805,780","181,421","1,057,121",0,"3,013,601","-191,489",-5.98%
Monmouth,3500,Neptune City,"2,008,196","1,388,253",0,0,"56,921","348,450","33,720",0,0,"1,827,344","-180,852",-9.01%
Monmouth,3510,Neptune Twp,"31,484,609","24,633,298",0,0,"1,589,446","2,404,326","1,222,886",0,0,"29,849,956","-1,634,653",-5.19%
Monmouth,3810,Ocean Twp,"7,472,792",0,0,0,"1,729,784","2,526,776","552,389","2,376,876",0,"7,185,825","-286,967",-3.84%
Monmouth,3830,Oceanport Boro,"498,088",0,0,0,"92,108","399,674","20,253","19,855",0,"531,890","33,802",6.79%
Monmouth,4360,Red Bank Boro,"5,537,219","4,081,584",0,0,"189,188","1,208,304","634,293",0,0,"6,113,369","576,150",10.41%
Monmouth,4365,Red Bank Regional,"1,172,363","85,945",0,0,"329,380","628,369","149,757","20,284",0,"1,213,735","41,372",3.53%
Monmouth,4520,Roosevelt Boro,"979,481","459,853",0,"230,080","63,927","68,205","8,957",0,0,"831,022","-148,459",-15.16%
Monmouth,4570,Rumson Boro,"607,623",0,0,0,"112,978","481,487","77,327",0,0,"671,792","64,169",10.56%
Monmouth,4580,Rumson-Fair Haven Reg,"698,899",0,0,0,"266,811","494,140","15,063",0,0,"776,014","77,115",11.03%
Monmouth,4690,Sea Girt Boro,"129,193",0,0,0,"13,842","106,738","11,412",0,0,"131,992","2,799",2.17%
Monmouth,4760,Shore Regional,"549,018",0,0,0,"151,104","440,377","11,107",0,0,"602,588","53,570",9.76%
Monmouth,4770,Shrewsbury Boro,"286,834",0,0,0,"14,089","258,218","36,888","7,643",0,"316,838","30,004",10.46%
Monmouth,4840,Lake Como,"562,756","168,669",0,0,"78,805","132,338","47,816","92,301",0,"519,929","-42,827",-7.61%
Monmouth,4980,Spring Lake Boro,"233,324",0,0,0,"57,263","177,221","5,059",0,0,"239,543","6,219",2.67%
